,token,tag
53547,دو,O
53548,کشور,O
53549,قرار,O
53550,گرفت,O
53551,.,O
53552,جمعیت,O
53553,مجارستان,O
53554,بالغ,O
53555,بر,O
53556,۱۰,O
53557,٬,O
53558,۳۱۳,O
53559,٬,O
53560,۸۸۳,O
53561,نفر,O
53562,(,O
53563,سازمان,B-ORG
53564,ملل,I-ORG
53565,متحد,B-ORG
53566,۱۹۹۵,O
53567,(,O
53568,میلادی,B-DAT
53569,),O
53570,است,O
53571,.,O
53572,۸۸,O
53573,جمعیت,O
53574,کشور,O
53575,از,O
53576,مجار,B-LOC
53577,ها,O
53578,تشکیل‌شده,O
53579,و,O
53580,دیگر,O
53581,تیره‌های,O
53582,ساکن,O
53583,این,O
53584,کشور,O
53585,رومانیایی‌ها,O
53586,،,O
53587,صربها,O
53588,،,O
53589,کرواسی‌ها,O
53590,،,O
53591,آلمان‌ها,O
53592,،,O
53593,و,O
53594,شمار,O
53595,نسبتا,O
53596,زیادی,O
53597,از,O
53598,کولی‌ها,O
53599,هستند,O
53600,.,O
53601,۷۰,O
53602,مردم,O
53603,مسیحی,B-LOC
53604,کاتولیک,I-LOC
53605,و,O
53606,۲۵,O
53607,پروتستان,O
53608,هستند,O
53609,.,O
53610,سده,B-DAT
53611,نوزدهم,I-DAT
53612,برای,O
53613,این,O
53614,کشور,O
53615,احیاء,O
53616,ملی,O
53617,را,O
53618,به,O
53619,بار,O
53620,آورد,O
53621,که,O
53622,در,O
53623,آن,O
53624,،,O
53625,فرهنگ,O
53626,نقش,O
53627,بسیار,O
53628,ارزنده‌ای,O
53629,را,O
53630,ایفا,O
53631,نمود,O
53632,.,O
53633,بخش,O
53634,عمده,O
53635,موسسات,O
53636,فرهنگی,O
53637,و,O
53638,سنتهای,O
53639,موجود,O
53640,کشور,O
53641,،,O
53642,ریشه,O
53643,در,B-DAT
53644,قرن,I-DAT
53645,نوزدهم,I-DAT
53646,دارند,O
53647,.,O
53648,بیش,O
53649,از,O
53650,نیمی,O
53651,از,O
53652,جامعه,O
53653,مجارستان,O
53654,تا,O
53655,میانه‌های,O
53656,سده,B-DAT
53657,نوزدهم,I-DAT
53658,از,O
53659,زندگی,O
53660,روستایی,O
53661,برخوردار,O
53662,بودند,O
53663,و,O
53664,در,O
53665,مقایسه,O
53666,با,O
53667,جامعه,O
53668,غرب,O
53669,،,O
53670,طبقه,O
53671,روشنفکر,O
53672,مجارستان,O
53673,منفعل,O
53674,باقی,O
53675,ماند,O
53676,.,O
53677,در,B-DAT
53678,اواخر,I-DAT
53679,دهه,I-DAT
53680,۴۰,I-DAT
53681,عنصر,O
53682,پیشرو,O
53683,سیاست,O
53684,فرهنگی,O
53685,از,O
53686,نوع,O
53687,بلشویکی,O
53688,حذف,O
53689,گردید,O
53690,و,O
53691,تا,O
53692,انقلاب,O
53693,سال,B-DAT
53694,۱۹۵۶,I-DAT
53695,سیاست,O
53696,فرهنگی,O
53697,طراحی‌شده,O
53698,به,O
53699,سبک,O
53700,اتحاد,O
53701,جماهیر,O
53702,شوروی,B-ORG
53703,سابق,I-ORG
53704,در,O
53705,کشور,O
53706,حاکم,O
53707,بود,O
53708,.,O
53709,پس,O
53710,از,O
53711,فرونشستن,O
53712,آتش,O
53713,انقلاب,O
53714,،,O
53715,فرهنگ,O
53716,آمرانه,O
53717,در,B-DAT
53718,اوایل,I-DAT
53719,دهه,I-DAT
53720,۶۰,I-DAT
53721,روبه,O
53722,زوال,O
53723,نهاد,O
53724,.,O
53725,در,B-DAT
53726,سال,I-DAT
53727,۱۹۸۹,I-DAT
53728,،,O
53729,فرایند,O
53730,تجدیدنظر,O
53731,در,O
53732,زمینه‌های,O
53733,مختلف,O
53734,زندگی,O
53735,و,O
53736,انتقال,O
53737,تدریجی,O
53738,از,O
53739,سنت‌های,O
53740,قدیمی,O
53741,به,O
53742,سنتهای,O
53743,جدید,O
53744,در,O
53745,کل,O
53746,بلوک,O
53747,کمونیسم,O
53748,در,O
53749,حال,O
53750,شکل‌گیری,O
53751,بود,O
53752,.,O
53753,در,B-DAT
53754,سال,I-DAT
53755,۱۹۸۰,I-DAT
53756,،,O
53757,فرهنگ,O
53758,تجارتی,O
53759,به,O
53760,اوج,O
53761,خود,O
53762,رسیده,O
53763,و,O
53764,بنیاد,O
53765,فرهنگی,O
53766,سوروس,O
53767,نقش,O
53768,مهمی,B-DAT
53769,را,O
53770,دراین‌میان,O
53771,ایفا,O
53772,نمود,O
53773,.,O
53774,طبق,O
53775,آمار,O
53776,سال,B-DAT
53777,۲۰۱۱,I-DAT
53778,،,O
53779,۹,O
53780,٬,O
53781,۸۹۶,O
53782,٬,O
53783,۳۳۳,O
53784,نفر,O
53785,از,O
53786,جمعیت,O
53787,مجارستان,O
53788,(,O
53789,معادل,O
53790,۹۹,O
53791,۶,O
53792,از,O
53793,جمعیت,O
53794,کشور,O
53795,),O
53796,به,O
53797,زبان,O
53798,مجارستانی,O
53799,صحبت,O
53800,می‌کنند,O
53801,که,O
53802,از,O
53803,این,O
53804,بین,O
53805,۹,O
53806,٬,O
53807,۸۲۷,O
53808,٬,O
53809,۸۷۵,O
53810,نفر,O
53811,(,O
53812,معادل,O
53813,۹۰,O
53814,از,O
53815,این,O
53816,زبان,O
53817,به,O
53818,عنوان,O
53819,زبان,O
53820,اول,O
53821,استفاده,O
53822,می‌کنند,O
53823,و,O
53824,۶۸,O
53825,٬,O
53826,۴۵۸,O
53827,نفر,O
53828,زبان,O
53829,دومشان,O
53830,است,O
53831,.,O
53832,تا,B-DAT
53833,سال,I-DAT
53834,۲۰۱۴,I-DAT
53835,نیروهای,O
53836,مجارستان,O
53837,برای,O
53838,برقراری,O
53839,امنیت,O
53840,و,O
53841,مقابله,O
53842,با,O
53843,طالبان,B-ORG
53844,در,O
53845,افغانستان,B-LOC
53846,حضور,O
53847,داشتند,O
53848,.,O
53849,بلغارستان,O
53850,کشوری,O
53851,در,O
53852,جنوب,B-LOC
53853,شرقی,I-LOC
53854,اروپا,I-LOC
53855,است,O
53856,.,O
53857,پایتخت,O
53858,این,O
53859,کشور,O
53860,شهر,O
53861,صوفیه,B-LOC
53862,است,O
53863,.,O
53864,جمعیت,O
53865,این,O
53866,کشور,O
53867,بالغ,O
53868,بر,O
53869,۷,O
53870,٬,O
53871,۳۶۴,O
53872,٬,O
53873,۵۷۰,O
53874,(,O
53875,۲۰۱۱,O
53876,(,O
53877,میلادی,B-DAT
53878,),O
53879,نفر,O
53880,است,O
53881,که,O
53882,هر‌ساله,O
53883,۱,O
53884,از,O
53885,آن,O
53886,کاسته,O
53887,می‌شود,O
53888,.,O
53889,زبان,O
53890,رسمی,O
53891,این,O
53892,کشور,O
53893,زبان,O
53894,بلغاری,O
53895,و,O
53896,واحد,B-ORG
53897,پول,I-ORG
53898,آن,O
53899,لف,O
53900,با,O
53901,واحد,O
53902,جزء,O
53903,استونیکی,O
53904,است,O
53905,.,O
53906,بلغارستان,O
53907,در,B-DAT
53908,سال,I-DAT
53909,۲۰۰۴,I-DAT
53910,به,O
53911,عضویت,O
53912,سازمان,B-LOC
53913,پیمان,I-LOC
53914,آتلانتیک,I-LOC
53915,شمالی,I-LOC
53916,(,O
53917,ناتو,O
53918,درآمد,O
53919,و,O
53920,در,B-DAT
53921,سال,I-DAT
53922,۲۰۰۵,I-DAT
53923,اتحادیه,B-LOC
53924,اروپا,I-LOC
53925,،,O
53926,درخواست,O
53927,عضویت,O
53928,بلغارستان,O
53929,را,O
53930,در,O
53931,این,O
53932,اتحادیه,O
53933,پذیرفت,O
53934,و,O
53935,روز,O
53936,عضویت,O
53937,این,O
53938,کشور,O
53939,در,O
53940,اتحادیه,B-LOC
53941,اروپا,I-LOC
53942,را,O
53943,۱,B-DAT
53944,ژانویه,I-DAT
53945,۲۰۰۷,I-DAT
53946,اعلام,O
53947,کرد,O
53948,.,O
53949,در,B-DAT
53950,اواخر,I-DAT
53951,سده,I-DAT
53952,نوزدهم,I-DAT
53953,،,O
53954,مداخله,O
53955,روسیه,O
53956,در,O
53957,سرزمین‌های,O
53958,امپراتوری,B-ORG
53959,عثمانی,I-ORG
53960,در,O
53961,بالکان,O
53962,منجر,O
53963,به,O
53964,تشکیل,O
53965,کشور,O
53966,خودمختار,O
53967,بلغاری,O
53968,در,O
53969,۱۸۷۸,O
53970,گشت,O
53971,.,O
53972,بلغارستان,O
53973,تا,B-DAT
53974,سال,I-DAT
53975,۱۹۰۸,I-DAT
53976,شاهزاده‌نشین,O
53977,و,O
53978,تا,O
53979,۱۹۴۶,O
53980,پادشاهی,O
53981,مستقلی,O
53982,بود,O
53983,.,O
53984,بااین‌حال,O
53985,،,O
53986,مرزهایی,O
53987,که,O
53988,در,O
53989,کنفرانس,B-EVE
53990,برلین,I-EVE
53991,(,O
53992,۱۸۷۸,O
53993,),O
53994,تعیین,O
53995,شده,O
53996,بود,O
53997,،,O
53998,بلغارها,O
53999,را,O
54000,راضی,O
54001,نکرد,O
54002,و,O
54003,برای,O
54004,به,O
54005,دست,O
54006,آوردن,O
54007,زمین‌هایی,O
54008,که,O
54009,برپایه,O
54010,پیمان,O
54011,سن,O
54012,استفانو,O
54013,۱۸۷۷,O
54014,),O
54015,به,O
54016,آنان,O
54017,وعده,O
54018,داده,O
54019,بودند,O
54020,پنج,O
54021,بار,O
54022,وارد,O
54023,جنگ,O
54024,شدند,O
54025,.,O
54026,بلغارستان,O
54027,که,O
54028,در,O
54029,دو,O
54030,جنگ,B-EVE
54031,اول,I-EVE
54032,(,O
54033,۱۸۸۵,O
54034,و,O
54035,۱۹۱۲,O
54036,),O
54037,پیروز,O
54038,گشت,O
54039,در,O
54040,جنگ,O
54041,نهایی,O
54042,بالکان,O
54043,(,O
54044,۱۹۱۳,O
54045,),O
54046,و,O
54047,دو,O
54048,جنگ,B-EVE
54049,جهانی,I-EVE
54050,(,O
54051,۱۹۱۵,O
54052,تا,O
54053,۱۹۱۸,O
54054,و,O
54055,۱۹۴۴,O
54056,),O
54057,مغلوب,O
54058,شد,O
54059,و,O
54060,سرزمین‌هایی,O
54061,را,O
54062,از,O
54063,دست,O
54064,داد,O
54065,.,O
54066,پس,O
54067,از,O
54068,اشغال,O
54069,کشور,O
54070,به,O
54071,دست,O
54072,ارتش,B-ORG
54073,سرخ,I-ORG
54074,۱۹۴۴,O
54075,),O
54076,و,O
54077,رژیمی,O
54078,کمونیستی,O
54079,برقرار,O
54080,و,O
54081,پادشاه,O
54082,تبعید,O
54083,شد,O
54084,(,O
54085,۱۹۴۶,O
54086,),O
54087,و,O
54088,به,O
54089,دنبال,O
54090,تظاهرات,O
54091,مردمی,O
54092,در,O
54093,۱۹۸۹,O
54094,،,O
54095,تئودور,O
54096,ژیفوک,O
54097,زاده,O
54098,۱۹۱۱,O
54099,),O
54100,رهبر,O
54101,تندروی,O
54102,رژیم,O
54103,را,O
54104,اصلاح‌طلبانی,O
54105,برکنار,O
54106,کردند,O
54107,که,O
54108,یا,O
54109,وعده,O
54110,انتخابات,O
54111,آزاد,O
54112,،,O
54113,از,O
54114,نقش,O
54115,رهبری,O
54116,حزب,B-ORG
54117,کمونیست,I-ORG
54118,دست,O
54119,کشیدند,O
54120,.,O
54121,در,B-DAT
54122,ژوئن,I-DAT
54123,۱۹۹۰,I-DAT
54124,انتخابات,O
54125,آزاد,O
54126,برگزار,O
54127,شد,O
54128,و,O
54129,حزب,B-ORG
54130,سوسیالیست,I-ORG
54131,پیشین,O
54132,به,O
54133,قدرت,O
54134,بازگردانده,O
54135,شد,O
54136,.,O
54137,در,O
54138,شمال,O
54139,این,O
54140,کشور,O
54141,جمهوری,O
54142,رومانی,B-LOC
54143,با,O
54144,۶۰۸,O
54145,کیلومتر,O
54146,مرز,O
54147,مشترک,O
54148,قرار,O
54149,دارد,O
54150,.,O
54151,در,O
54152,غرب,O
54153,با,O
54154,جمهوری,O
54155,پیشین,O
54156,یوگسلاوی,O
54157,صربستان,B-LOC
54158,با,O
54159,طول,O
54160,مرز,O
54161,۳۱۸,O
54162,کیلومتر,O
54163,و,O
54164,مقدونیه,B-LOC
54165,با,O
54166,مرز,O
54167,مشترک,O
54168,۱۴۸,O
54169,کیلومتری,O
54170,),O
54171,همجوار,O
54172,می‌باشد,O
54173,.,O
54174,در,O
54175,جنوب,O
54176,با,O
54177,کشور,O
54178,یونان,B-LOC
54179,۴۹۸,O
54180,کیلومتر,O
54181,),O
54182,و,O
54183,ترکیه,B-LOC
54184,۲۴۰,O
54185,کیلومتر,O
54186,),O
54187,هم‌مرز,O
54188,است,O
54189,.,O
54190,در,O
54191,خاور,O
54192,این,O
54193,جمهوری,O
54194,دریای,B-LOC
54195,سیاه,I-LOC
54196,قرار,O
54197,دارد,O
54198,.,O
54199,در,O
54200,شمال,O
54201,،,O
54202,تپه‌های,O
54203,کم‌ارتفاع,O
54204,به,O
54205,رود,B-LOC
54206,دانوب,I-LOC
54207,متمایل,O
54208,است,O
54209,.,O
54210,بیشتر,O
54211,اقلیم,O
54212,بلغارستان,O
54213,دارای,O
54214,آب‌و‌هوای,O
54215,سرد,O
54216,و,O
54217,کوهستانی,O
54218,است,O
54219,و,O
54220,نواحی,O
54221,ساحلی,O
54222,دریای,B-LOC
54223,سیاه,I-LOC
54224,نیز,O
54225,آب‌و‌هوایی,O
54226,معتدل,O
54227,و,O
54228,مرطوب,O
54229,دارد,O
54230,.,O
54231,مهمترین,O
54232,رود,O
54233,ماریتسا,O
54234,نام,O
54235,دارد,O
54236,که,O
54237,از,O
54238,رشته‌کوه‌های,B-LOC
54239,ردوپه,I-LOC
54240,در,O
54241,باختر,O
54242,بلغارستان,O
54243,سرچشمه,O
54244,گرفته,O
54245,و,O
54246,با,O
54247,گذر,O
54248,از,O
54249,مناطق,O
54250,مرکزی,O
54251,کشور,O
54252,راه,O
54253,جنوب,O
54254,را,O
54255,در,O
54256,پیش‌گرفته,O
54257,و,O
54258,وارد,O
54259,ترکیه,O
54260,می‌شود,O
54261,و,O
54262,سپس,O
54263,به,O
54264,دریای,B-LOC
54265,اژه,I-LOC
54266,می‌ریزد,O
54267,.,O
54268,رود,O
54269,دیگر,O
54270,دانوب,B-LOC
54271,نام,O
54272,دارد,O
54273,که,O
54274,در,O
54275,شمال,O
54276,بلغارستان,O
54277,جریان,O
54278,دارد,O
54279,.,O
54280,پایتخت,O
54281,بلغارستان,O
54282,،,O
54283,شهر,O
54284,صوفیه,B-LOC
54285,است,O
54286,و,O
54287,از,O
54288,مهمترین,O
54289,شهرهای,O
54290,بلغارستان,O
54291,می‌توان,O
54292,به,O
54293,پلوودیف,O
54294,۳۵۰,O
54295,هزار,O
54296,نفر,O
54297,،,O
54298,وارنا,B-LOC
54299,۳۱۵,O
54300,هزار,O
54301,نفر,O
54302,،,O
54303,بورگاس,B-LOC
54304,۱۹۰,O
54305,هزار,O
54306,نفر,O
54307,و,O
54308,روسه,B-LOC
54309,۱۶۰,O
54310,هزار,O
54311,نفر,O
54312,اشاره,O
54313,کرد,O
54314,.,O
54315,تاریخ,O
54316,تمدن,O
54317,در,O
54318,بلغارستان,O
54319,کنونی,O
54320,به,O
54321,۳۵۰۰,B-DAT
54322,سال,I-DAT
54323,پیش,I-DAT
54324,از,I-DAT
54325,میلاد,I-DAT
54326,مسیح,B-PER
54327,بازمی‌گردد,O
54328,،,O
54329,ساکنان,O
54330,اولیه,O
54331,این,O
54332,منطقه,O
54333,اقوام,O
54334,تراکیه‌ای‌ها,O
54335,بودند,O
54336,.,O
54337,نام,O
54338,بلغارستان,O
54339,برگرفته,O
54340,از,O
54341,بلغارها,O
54342,است,O
54343,که,O
54344,از,O
54345,استپ‌های,O
54346,شمال,O
54347,دریای,B-LOC
54348,سیاه,I-LOC
54349,به,O
54350,آنجا,O
54351,مهاجرت,O
54352,کردند,O
54353,و,O
54354,بر,O
54355,قبایل,O
54356,اسلاو,O
54357,غلبه,O
54358,نمودند,O
54359,و,O
54360,در,B-DAT
54361,سال,I-DAT
54362,۶۸۱,I-DAT
54363,میلادی,I-DAT
54364,اولین,O
54365,پادشاهی,O
54366,بلغاری,O
54367,را,O
54368,بنا,O
54369,نهادند,O
54370,.,O
54371,پیدایش,O
54372,خط,O
54373,سیریلیک,O
54374,در,B-DAT
54375,سال,I-DAT
54376,۸۵۵,I-DAT
54377,میلادی,I-DAT
54378,و,O
54379,استقرار,O
54380,مسیحیت,O
54381,به,O
54382,عنوان,O
54383,مذهب,O
54384,رسمی,O
54385,در,B-DAT
54386,۸۶۴,I-DAT
54387,میلادی,I-DAT
54388,محرک‌هایی,O
54389,نیرومند,O
54390,در,O
54391,تحول,O
54392,فرهنگی,O
54393,کشور,O
54394,بودند,O
54395,.,O
54396,آغاز,O
54397,سده,B-DAT
54398,هجدهم,I-DAT
54399,سرآغازی,O
54400,بر,O
54401,دوره,O
54402,احیای,O
54403,بلغارستان,O
54404,بود,O
54405,که,O
54406,با,O
54407,شکوفایی,O
54408,کلیسا,O
54409,،,O
54410,ادبیات,O
54411,و,O
54412,فرهنگ,O
54413,بلغاری,O
54414,مشخص,O
54415,می‌گردد,O
54416,.,O
54417,پس,O
54418,از,O
54419,یک,O
54420,انقلاب,O
54421,ناموفق,O
54422,در,O
54423,۱۸۷۶,O
54424,،,O
54425,بلغارستان,O
54426,در,O
54427,پی,O
54428,جنگ,O
54429,آزادی‌بخش,O
54430,اردو,O
54431,ترکی,O
54432,در,B-DAT
54433,۳,I-DAT
54434,مارس,I-DAT
54435,۱۸۷۸,I-DAT
54436,به,O
54437,استقلال,O
54438,دست,O
54439,یافت,O
54440,.,O
54441,در,O
54442,پی,O
54443,کنگره,B-EVE
54444,برلین,I-EVE
54445,در,O
54446,۱۸۷۸,O
54447,،,O
54448,کشور,O
54449,به,O
54450,سه,O
54451,بخش,O
54452,یعنی,O
54453,بلغارستان,O
54454,شمالی,O
54455,،,O
54456,روملیای,O
54457,شرقی,O
54458,و,O
54459,مقدونیه,B-LOC
54460,تقسیم,O
54461,شد,O
54462,.,O
54463,جانشین,O
54464,وی,O
54465,شاهزاده,O
54466,فردیناند,O
54467,ساکس,O
54468,کوبورگ,O
54469,گوتا,O
54470,در,B-DAT
54471,۲۲,I-DAT
54472,سپتامبر,I-DAT
54473,۱۹۰۸,I-DAT
54474,میلادی,I-DAT
54475,بلغارستان,O
54476,را,O
54477,کاملا,O
54478,مستقل,O
54479,از,O
54480,حکومت,B-ORG
54481,عثمانی,I-ORG
54482,اعلام,O
54483,کرد,O
54484,و,O
54485,به,O
54486,خود,O
54487,لقب,O
54488,تزار,O
54489,داد,O
54490,.,O
54491,ادعای,O
54492,صربستان,O
54493,بر,O
54494,ناحیه,O
54495,مقدونیه,O
54496,منجر,O
54497,به,O
54498,جنگ‌های,O
54499,دوم,O
54500,بالکان,O
54501,(,O
54502,در,B-DAT
54503,سال,I-DAT
54504,۱۹۱۳,I-DAT
54505,),O
54506,شد,O
54507,که,O
54508,در,O
54509,طی,O
54510,آن,O
54511,بلغارستان,O
54512,سرزمین‌های,O
54513,وسیعی,O
54514,را,O
54515,که,O
54516,در,O
54517,جنگ,B-EVE
54518,اول,I-EVE
54519,بالکان,B-EVE
54520,تصرف,O
54521,کرده,O
54522,بود,O
54523,از,O
54524,دست,O
54525,داد,O
54526,.,O
54527,پس,O
54528,از,O
54529,جنگ,B-EVE
54530,دوم,I-EVE
54531,بالکان,B-EVE
54532,پیمان,O
54533,آشتی,O
54534,بخارست,O
54535,در,B-DAT
54536,۱۰,I-DAT
54537,اوت,I-DAT
54538,۱۹۱۳,I-DAT
54539,به,O
54540,امضاء,O
54541,طرفین,O
54542,جنگ,O
54543,رسید,O
54544,.,O
54545,بنا,O
54546,به,O
54547,این,O
54548,معاهده,O
54549,بلغارستان,O
54550,از,O
54551,تمام,O
54552,فتوحات,O
54553,خود,O
54554,(,O
54555,از,B-DAT
54556,سال,I-DAT
54557,۱۹۱۲,I-DAT
54558,تا,O
54559,این,O
54560,زمان,O
54561,),O
54562,تنها,O
54563,به,O
54564,ترانس,O
54565,و,O
54566,دره,O
54567,استرومیتسا,O
54568,اکتفا,O
54569,نمود,O
54570,،,O
54571,ولی,O
54572,صربستان,O
54573,،,O
54574,مونیستار,O
54575,و,O
54576,دره,O
54577,واردار,O
54578,و,O
54579,قسمتی,O
54580,از,O
54581,سن,O
54582,ژاک,O
54583,و,O
54584,نوی,O
54585,بازار,O
54586,(,O
54587,نوی‌بازار,O
54588,رابین,O
54589,خود,O
54590,و,O
54591,مونته‌نگرو,O
54592,تقسیم,O
54593,کرد,O
54594,),O
54595,را,O
54596,به,O
54597,دست‌آورد,O
54598,.,O
54599,پس,O
54600,از,O
54601,یک,O
54602,شکست,O
54603,فاجعه‌بار,O
54604,در,O
54605,جنگ,B-EVE
54606,دوم,I-EVE
54607,بالکان,I-EVE
54608,بلغاری‌ها,O
54609,دوباره,O
54610,درگیر,O
54611,نبردی,O
54612,بودند,O
54613,که,O
54614,آنها,O
54615,در,O
54616,سمت,O
54617,بازنده‌اش,O
54618,قرار,O
54619,داشتند,O
54620,چون,O
54621,آنها,O
54622,متحد,O
54623,قدرت‌های,O
54624,مرکز,O
54625,در,O
54626,جنگ,B-EVE
54627,جهانی,I-EVE
54628,اول,B-EVE
54629,بودند,O
54630,.,O
54631,سیاست‌ها,O
54632,و,O
54633,خسارت‌های,O
54634,وارده,O
54635,باعث,O
54636,شد,O
54637,تا,O
54638,از,B-DAT
54639,سال,I-DAT
54640,۱۹۱۸,I-DAT
54641,تا,O
54642,۱۹۴۳,O
54643,یک,O
54644,حکومت,O
54645,اقتدارگرایی,O
54646,توسط,O
54647,بوریس,O
54648,سوم,O
54649,(,O
54650,بلغارستان,O
54651,),O
54652,برپا,O
54653,شود,O
54654,.,O
54655,در,O
54656,۱۹۴۱,O
54657,بلغارها,O
54658,به,O
54659,عنوان,O
54660,عضوی,O
54661,از,O
54662,نیروهای,O
54663,محور,O
54664,وارد,O
54665,جنگ,B-EVE
54666,جهانی,I-EVE
54667,دوم,B-EVE
54668,شدند,O
54669,اما,O
54670,نپذیرفتند,O
54671,تا,O
54672,در,O
54673,عملیات,B-EVE
54674,بارباروسا,I-EVE
54675,شرکت,O
54676,کنند,O
54677,و,O
54678,مانع,O
54679,از,O
54680,فرستاده,O
54681,شدن,O
54682,جمعیت,O
54683,یهودی,O
54684,شان,O
54685,به,O
54686,اردوگاه‌های,B-LOC
54687,کار,I-LOC
54688,اجباری,I-LOC
54689,آلمان,I-LOC
54690,نازی,I-LOC
54691,شدند,O
54692,.,O
54693,مرگ,O
54694,ناگهانی,O
54695,بوریس,B-PER
54696,سوم,I-PER
54697,در,B-DAT
